Date,Affiliate,Clicks,GrossSales,Voids,NetSales,NumberofSales,ManualCredits,Commissions,Conversion,EPC,AverageOrder,AffiliateID,Organization,Website,NumbSales,NumbLeads,NumbTwoTier,NumbBonuses,NumbPayPerCall,NumbLeapFrog,SaleCommissions,LeadCommissions,TwoTierCommissions,BonusCommissions,PayPerCallCommissions,LeapFrogCommissions,TransactionFees
22/03/2021,1250612-Refermate LLC-www.refermate.com,1,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1250612,"Refermate, LLC",www.refermate.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,1393373-CPAR Media Corp-www.coupongrind.com,1,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1393373,CPAR Media Corp,www.coupongrind.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,1418817-MK INFOTECH LIMITED-www.anycodes.com,1,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1418817,MK INFOTECH LIMITED,www.anycodes.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,1519404-Mariano Cordoba-marianocordoba.me,1,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1519404,Mariano Cordoba,marianocordoba.me,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,1538097-Wildfire Systems Inc.-wildfire-corp.com,1,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1538097,"Wildfire Systems, Inc.",wildfire-corp.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,1778626-Syed Hammad Hussain-www.couponsvolcano.com,1,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1778626,Syed Hammad Hussain,www.couponsvolcano.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,2075116-Arif Bilal-www.fivestarcoupon.com/,1,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,2075116,Arif Bilal,www.fivestarcoupon.com/,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
22/03/2021,2158274-Guillaume Jutras-Dornier-www.toptensitereviews.club,1,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,2158274,Guillaume Jutras-Dornier,www.toptensitereviews.club,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,1088116-Business Insider Inc.-www.businessinsider.com,52,$478.45 ,0,$478.45 ,2,0,$95.69 ,3.85,$184.02 ,$239.23 ,1088116,"Business Insider, Inc.",www.businessinsider.com,2,0,0,0,0,0,$95.69 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$19.14 
23/03/2021,725033-ID.me Inc.-shop.id.me,51,$398.40 ,0,$398.40 ,2,0,$11.96 ,3.92,$23.45 ,$199.20 ,725033,"ID.me, Inc.",shop.id.me,2,0,0,0,0,0,$11.96 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$2.40 
23/03/2021,445875-Demand.io-knoji.com,16,$324.80 ,0,$324.80 ,2,0,$9.74 ,12.5,$60.88 ,$162.40 ,445875,Demand.io,knoji.com,2,0,0,0,0,0,$9.74 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$1.95 
23/03/2021,2316883-HigherDOSE LLC-higherdose.com/,2,$135.00 ,0,$135.00 ,1,0,$13.50 ,50,$675.00 ,$135.00 ,2316883,HigherDOSE LLC,higherdose.com/,1,0,0,0,0,0,$13.50 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$2.70 
23/03/2021,314743-Skimbit Ltd-skimlinks.com,137,$115.00 ,0,$115.00 ,1,0,$17.25 ,0.73,$12.59 ,$115.00 ,314743,Skimbit Ltd,skimlinks.com,1,0,0,0,0,0,$17.25 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$3.45 
23/03/2021,1584217-Trends Green-topnaturalmattresses.com,35,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1584217,Trends Green,topnaturalmattresses.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,1773960-Tuck.com LLC-tuck.com,23,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1773960,"Tuck.com, LLC",tuck.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,201285-12 Interactive LLC-www.perkspot.com,10,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,201285,12 Interactive LLC,www.perkspot.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,1014069-Mutzel Nutrition LLC-highintensityhealth.com/,10,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1014069,Mutzel Nutrition LLC,highintensityhealth.com/,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,140995-Savings.com Inc-www.savings.com,8,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,140995,Savings.com Inc,www.savings.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,1772040-Meredith Corporation-www.realsimple.com/,8,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1772040,Meredith Corporation,www.realsimple.com/,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,389818-VigLink Inc.-www.viglink.com,6,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,389818,"VigLink, Inc.",www.viglink.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,748814-Reviewed.com-www.reviewed.com,6,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,748814,Reviewed.com,www.reviewed.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,2284878-Tuck.com LLC-www.sleepfoundation.org/,6,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,2284878,"Tuck.com, LLC",www.sleepfoundation.org/,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,193744-shareasaleaffnl@rmn.com-www.retailmenot.com,4,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,193744,shareasaleaffnl@rmn.com,www.retailmenot.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,1238556-YIELDKIT GmbH-yieldkit.com,4,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1238556,YIELDKIT GmbH,yieldkit.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,1413766-LinkGains (HK) Limited-www.hotdeals.com,4,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1413766,LinkGains (HK) Limited,www.hotdeals.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,136482-Vertive LLC (Offers.com LLC.)-offers.com,3,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,136482,"Vertive, LLC (Offers.com, LLC.)",offers.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,514792-CBS Interactive Inc.-www.cnet.com,3,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,514792,CBS Interactive Inc.,www.cnet.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,745788-digidip GmbH-digidip.net,3,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,745788,digidip GmbH,digidip.net,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,154911-CouponCabin LLC-www.couponcabin.com,2,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,154911,"CouponCabin, LLC",www.couponcabin.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,742098-adgoal GmbH-www.adgoal.net,2,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,742098,adgoal GmbH,www.adgoal.net,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,1250612-Refermate LLC-www.refermate.com,2,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1250612,"Refermate, LLC",www.refermate.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
23/03/2021,1307407-VerticalScope Inc.-thesleepjudge.com,2,$0.00 ,0,$0.00 ,0,0,$0.00 ,0,$0.00 ,$0.00 ,1307407,VerticalScope Inc.,thesleepjudge.com,0,0,0,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
