Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,08/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
United Kingdom,GBR,"Population ages 0-14, male",SP.POP.0014.MA.IN,6218787,6308229,6366291,6399409,6438773,6502141,6595660,6685588,6769988,6840286,6893479,6919039,6930374,6915376,6866144,6782931,6668460,6532286,6380570,6226882,6078594,5940767,5812293,5703842,5618223,5552486,5532751,5515594,5509306,5522317,5555266,5584373,5630007,5684503,5736050,5774943,5786910,5786198,5776048,5761262,5742994,5710136,5669455,5625820,5589110,5565941,5557955,5565066,5582397,5601057,5620649,5680686,5720104,5752674,5795019,5849474,5905092,5960191,6010643,6050775,6079617
United Kingdom,GBR,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,25.6,25.2,24.8,24,23.3,22.6,21.9,21.3,21,20.7,20.3,19.9,19.3,18.7,18,17.2,16.5,15.8,15,14.3,13.5,12.8,12.2,11.6,11.2,10.9,10.7,10.4,10,9.5,8.9,8.3,7.8,7.4,7,6.8,6.6,6.5,6.4,6.3,6.1,6,5.9,5.8,5.8,5.7,5.5,5.4,5.2,5.1,4.9,4.7,4.5,4.4,4.3,4.2,4.1,4.1,4.1,4,3.9
United Kingdom,GBR,"International migrant stock, total",SM.POP.TOTL,1661888,,,,,2541943,,,,,2945896,,,,,3147977,,,,,3356904,,,,,3535927,,,,,3650286,,,,,4155293,,,,,4730165,,,,,5926156,,,,,7604583,,,,,8543120,,,,,
United Kingdom,GBR,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.630000114,5.320000172,4.980000019,4.050000191,4.25,4.289999962,4.230000019,4.429999828,5.139999866,5.070000172,5.480000019,7.739999771,8.180000305,8.529999733,8.569999695,8.239999771,6.849999905,5.96999979,5.340000153,4.769999981,4.619999886,4,
United Kingdom,GBR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.30184739,43.40423861,43.7118805,44.13619834,44.27683689,44.37441576,44.64943033,44.84996226,44.9276381,45.27069641,45.3983745,45.52579043,45.76443858,45.56596965,45.80825001,45.84780831,45.90369817,45.80362884,45.8215025,46.08129316,46.13076685,46.22230045,46.24386844,46.393751,46.5275417,46.58877973,46.6602727,46.8942739,46.93287729,47.15504285,47.56124657
United Kingdom,GBR,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.19000244,78.44000244,77.77999878,76.81999969,76.16000366,75.98000336,,76.51999664,76.81999969,75.70999908,74.81999969,75.66999817,74.26999664,74.83999634,74.69000244,74.77999878,69.87000275,69.06999969,67.70999908,70.38999939,68.01999664,68.06999969,67.51999664,67.08999634,68.23000336,68.31999969,69.37999725,68.94000244,
United Kingdom,GBR,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63000011,13.22999954,13.09000015,13.42000008,13.47999954,13.03999996,12.97000027,12.5,12.60999966,12.27000046,12.19999981,12.31999969,12.81999969,13.09000015,13,13.22999954,13.39000034,13.34000015,13.60000038,13.98999977,14.18000031,14.63000011,14.59000015,15.23999977,14.98999977,15.43999958,15.36999989,15.10999966,15.56999969,
United Kingdom,GBR,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",SI.POV.MDIM.17.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.2702399,494.0680295,520.078162,526.9977041,532.2357947,516.5187925,537.135612,614.0063377,616.7304944,599.6260259,642.6657537,664.9681264,715.0093594,803.2505135,823.9884992,845.5330257,861.8517043,917.8632736,995.2149547,1043.782477,
United Kingdom,GBR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19528341,7.56716347,7.94137812,8.11239147,8.39001179,8.44144344,8.60818768,8.7854166,9.06439972,9.8809166,9.83532333,9.84848499,9.91419888,9.97566223,9.95041275,9.90072441,9.87313271,9.80787468,9.90384102,10.15402699,
United Kingdom,GBR,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
United Kingdom,GBR,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,10,,,9,,,10,,,11,,,11,,,11,,,10,9,8,8,8,,,,
United Kingdom,GBR,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12.6,12.3,12,11.5,11.3,11,10.8,10.6,10.2,10,9.7,9.7,9.5,9.2,9.3,9.3,8.9,8.7,8.5,
United Kingdom,GBR,Number of deaths ages 20-24 years,SH.DTH.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2863,2746,2618,2498,2403,2338,2300,2249,2179,2112,2067,2055,2054,2053,2051,2053,2056,2042,2001,1920,1801,1671,1580,1542,1532,1526,1524,1532,1552,1568,1567
United Kingdom,GBR,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.48974,12.32138,12.72822,13.26629,14.41264,16.29736,15.87519,17.01127,19.733,20.91308,21.33528,22.24086,24.33356,24.67365,,23.14708,23.5778,24.97949,24.17334,,,,
United Kingdom,GBR,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.916410029,0.884259999,,,1.001019955,,,1.079429984
United Kingdom,GBR,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,,,,,,,,,,,,142540,146604,156083,153630,174957,208601,229501,234469,245898,243743,254813,289040,319000,309000,401000,403000,418000,422000,429675,451000,480400,550000,850967,941412,924311,922544,861801,669868,1008483,1058893,1054065,1144060,1066450,1310850,1346325,975942,988987,717002,679883,732919,451007,470403,2083049,2085744.385,1882394.693,,2211466.623,,,
United Kingdom,GBR,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.84570313,99.87632751,99.89578247,99.86135864,99.86798096,99.92617798,,,99.79238129,,,99.80490875
United Kingdom,GBR,"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,,,,248908,259757,271074,278609,282793,285786,280315,275564,275020,270346,,250510,245000,243000,244000,,213000,215000,225000,228000,229100,230200,,,,,,,249384,248148,261362,264111,262390,258966,265257,249862,255690,244391,245879,252290,255994,247079,250692.9844,272430,,313648.9375,318533.1563,279097.0938,280504.6875,
United Kingdom,GBR,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,,,,,,,,,,,,5.59176,5.85473,6.09845,6.64209,6.91267,7.22624,7.31997,7.35074,7.40109,2.79952,2.80675,2.84459,,,,,,,2.34208,,,,,,,,,0,0,0,0,0,0,2.60628,1.64084,1.56855,1.41133,0.97407,0.99656,0.96555,0.90749,1.05571,1.10482,1.12579,1.12378,1.11726,1.11129,,,
United Kingdom,GBR,"Primary education, duration (years)",SE.PRM.DURS,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
United Kingdom,GBR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.5097,0.523159981,0.546039999,0.571280003,0.58296001,0.586099982,0.582530022,0.577289999,0.579479992,0.597530007,0.60029,0.616840005,0.815609992,0.82457,0.835839987,0.859499991,0.882250011,0.892229974,0.901109993,0.933420002,0.958700001,0.979179978,1.011749983,1.028220057,1.060220003,1.03963995,1.084450006,1.112210035,1.128990054,1.154899955,1.177780032,1.206220031,1.232450008,1.271790028,1.280590057,1.288630009,1.282050014,1.277549982,1.266440034,1.251539946,1.244410038,1.245779991,1.24308002,1.241700053,1.248829961,1.25672996,1.265310049,1.269309998,1.270779967,
United Kingdom,GBR,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,Net secondary income (Net current transfers from abroad) (current US$),NY.TRF.NCTR.CD,,,,,,,,,,,-1327780178,-1527349720,-1948998501,-2384110730,-2537000935,-3074232301,-2793053010,-3016255015,-4605750719,-4134146548,-4631101557,-2237795418,-1336013277,-1010807943,-89817770.68,-1511152464,885555555.6,-1421106390,-3305008894,-3077414921,-3367698864,-1938021164,-8169792910,-6010605879,-8104471993,-9278663405,-8368134165,-11109924689,-14151028486,-12661381653,-15018913603,-9604145674,-13712529976,-17190204082,-19708897840,-22734545455,-22577736891,-26888755502,-24930147059,-23667237888,-30821440976,-33361060209,-33010187818,-40240091231,-39399099437,-36475693085,-32199419780,-28908526245,-34000299260,-33721571125,-36117968319
United Kingdom,GBR,GNI per capita (current LCU),NY.GNP.PCAP.CN,,,,,,,,,,,1060.498138,1175.548552,1309.342864,1512.09681,1710.984252,2143.801671,2540.563052,2919.79831,3377.391092,3952.041294,4588.814306,5046.248765,5517.517967,6068.08532,6514.18732,7057.314671,7610.293173,8367.808222,9341.897488,10193.18841,10981.58824,11551.69447,12089.89753,12689.57465,13547.70796,14248.67294,15141.22857,16092.72535,17144.33497,17696.88752,18721.32679,19453.72736,20308.51056,21391.48083,22279.37448,23480.20998,24289.15759,25193.98153,25619.17142,24808.88788,25696.24671,26483.29932,26744.00706,27395.09296,28440.31957,29010.65248,29965.74096,31334.87365,32257.58206,33547.99853,31601.06733
United Kingdom,GBR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,2.38282E-05,4.54456E-05,8.3017E-05,0.000237021,0.002133973,0.018578697,0.201453862,0.613698253,0.686938296,1.888463455,1.929315357,1.72782312,1.13941515,1.965769659,2.377505769,2.342325479,0.78248423,0.994021645,0.563041556,0.719288005,0.850266687,0.373839717,0.39377544,0.444692033,0.471719002,0.468898611,0.643632465,0.451709815,0.112688564,0.406078677,0.798433022,0.596117023,0.583433758,0.548968047,0.559765633,0.69207885,0.704219067,0.674504685,0.936431161,0.572159579,0.743860368,0.878101552,0.722801217,0.572454255,0.460207265,0.230328312,0.208795297,0.31673492,0.524983099,0.489482893,
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233967692,77741965703,81247564157,86561961812,94407558351,1.01825E+11,1.08573E+11,1.13117E+11,1.0776E+11,1.16465E+11,1.30672E+11,1.48114E+11,1.69965E+11,1.92538E+11,2.06131E+11,2.41757E+11,2.32615E+11,2.63066E+11,3.35883E+11,4.38994E+11,5.64948E+11,5.40766E+11,5.15049E+11,4.89618E+11,4.61487E+11,4.89285E+11,6.01453E+11,7.45163E+11,9.10123E+11,9.26885E+11,1.09317E+12,1.1428E+12,1.17966E+12,1.06139E+12,1.14049E+12,1.34642E+12,1.42151E+12,1.55957E+12,1.65339E+12,1.68576E+12,1.66213E+12,1.64391E+12,1.78408E+12,2.05709E+12,2.42181E+12,2.54483E+12,2.71706E+12,3.10618E+12,2.93888E+12,2.4258E+12,2.49111E+12,2.67489E+12,2.71916E+12,2.80329E+12,3.08717E+12,2.95657E+12,2.72285E+12,2.69902E+12,2.90079E+12,2.87867E+12,2.7598E+12
United Kingdom,GBR,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,,,,,,,,,,,19820410146,20229034181,20634127862,24826525473,18414094587,21009354903,22398785530,26444042974,33720703642,34919908210,33428964758,23113059947,22967671179,23390043556,21675206268,19779767746,26041546851,33446423317,46869654428,41695552043,32752493663,28912601575,24499103338,30113920433,62470968194,59948798896,69278998354,1.10558E+11,1.25269E+11,91884938702,90110486868,82687181035,96682236930,1.16627E+11,1.1817E+11,1.47052E+11,1.36184E+11,1.55088E+11,72900229921,4680529111,64681853806,79671100304,43343558420,29653729663,82071224748,86532259934,61060110799,96859072643,83637885970,,
United Kingdom,GBR,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,68883014,93162352.72,84857476.16,108852165,299262650.7,1175586165,1306502806,1873858866,2214442662,6485174538,9013484552,9285459645,6776046766,8904267873,9420143892,10193888244,4667698690,6779683212,5182391338,6437550394,9695990914,5116483502,5005295088,5145766309,5720730837,6756551420,9820911928,7853532633,2307088804,6771333388,14868848735,14298829646,13551894422,14642335179,16139073230,19220514322,23154144709,24871296043,34383136955,19030628843,21854621723,27056432240,22197932088,17888869225,15269809371,8372004552,6587714050,9982084549,17084979703,15071525151,
United Kingdom,GBR,"Services, value added (current US$)",NV.SRV.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.47519E+11,7.83764E+11,8.20278E+11,7.47545E+11,8.03195E+11,8.73465E+11,9.25137E+11,1.0236E+12,1.09234E+12,1.11476E+12,1.09812E+12,1.1082E+12,1.20708E+12,1.4041E+12,1.6684E+12,1.76287E+12,1.88007E+12,2.1658E+12,2.05313E+12,1.73706E+12,1.75908E+12,1.87531E+12,1.91066E+12,1.95974E+12,2.16499E+12,2.08363E+12,1.93464E+12,1.91256E+12,2.05546E+12,2.03973E+12,2.00973E+12
United Kingdom,GBR,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.861877576,-0.114517901,1.391623677,4.889751874,1.54329502,0.763661443,1.952284982,3.271535133,4.924239042,4.327484243,2.141720304,4.10993335,2.720217452,1.670539439,1.77986726,5.990866501,0.337005305,-0.275700447,-7.726696732,0.749032076,-1.350625451,2.198722015,3.825264772,3.571589796,0.99218429,-0.660706233,1.37360115,3.948305016,3.099210279,-9.189914809
United Kingdom,GBR,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,,,,,,,,,,,14267767000,16408969000,9601913000,11756541000,18704879000,21689289000,27259044000,33879986000,32669087000,27954247000,31448524000,33694399000,30092704000,25722926000,23805876000,29467309000,27140395000,25888271000,7608552000,3066858000,11876894000,20266640000,17216894000,20315274000,28596284000,39335358000,37576336000,48296729000,32795579000,19501750000,21041873000,10389075000,-5249408000,-7429784000,-15041299000,-14426790000,-7142258000,-4299305000,7469703000,1758148000,-7795281000,14760341000,7987196000,-2929225000,-22573566000,-29932000000,-31991898000,-18080618000,-20331749000,-18376706000,-3310014000
United Kingdom,GBR,Changes in inventories (current LCU),NE.GDI.STKB.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2184167000,-5694477000,-2176233000,338903000,4330931000,4977000000,2236000000,4673000000,6530000000,5602000000,5998000000,4433000000,6153000000,5518000000,3533000000,5509000000,7450000000,7358000000,-955000000,-16109000000,3870000000,4111000000,4356000000,10735000000,20282000000,9136000000,3986000000,4405000000,4861000000,3279000000,-8761000000
United Kingdom,GBR,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,,,,,,,,,,,108.5469284,108.5428032,109.1411027,112.3501374,116.8571471,115.0896114,115.7148266,112.2583851,110.5649595,110.4344594,107.8733094,106.6166159,107.3025056,108.1065102,109.0011619,107.7390569,109.4400101,108.9809672,111.2955389,110.8789385,108.6703224,106.857028,107.6666691,107.3808435,107.967544,99.68519552,99.78072654,99.68433263,100.7685928,101.428544,101.6512517,102.092865,102.6304338,102.2260847,102.5432512,102.3480055,102.0592908,102.0421651,102.0620459,101.4740675,101.874277,101.0043672,101.2318203,101.3069143,101.7641867,101.5467039,101.6377258,101.2633855,101.3014285,100.9173128,100.0394863
United Kingdom,GBR,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),NE.CON.PRVT.PC.KD,,,,,,,,,,,10713.00398,11008.25994,11668.87186,12291.31028,12084.15586,12068.9368,12131.36313,12087.10669,12733.36328,13277.41326,13250.34704,13267.28776,13416.97804,13975.24291,14276.16652,14797.22399,15717.21049,16547.01029,17791.01928,18364.09176,18487.78842,18050.44251,18285.46796,19032.60613,19652.30797,20024.51823,20711.80233,21707.20157,22544.69686,23476.50252,24428.91843,25201.92255,25922.53885,26662.30156,27355.31029,27840.77281,28081.81163,28517.80921,28185.84343,27208.93616,27308.00853,27067.97303,27341.88852,27874.71443,28317.28002,28939.50766,29697.89904,29831.29597,30074.1936,30234.02027,26779.50619
